category,reviews,size,installs,price,suitable_for,last_update,latest_ver,app_id,popularity
FAMILY,2210,15M,"100,000+",0,Everyone,"July 24, 2018",3.1.0,3573,Low
FAMILY,29415,66M,"1,000,000+",0,Mature 17+,"December 11, 2016",2.0.1,692,Low
COMICS,115,9.1M,"10,000+",0,Mature 17+,"July 13, 2018",5.0.12,2,Low
PHOTOGRAPHY,1213,1.1M,"500,000+",0,Everyone,"January 23, 2018",1.06,9366,Low
EDUCATION,142632,6.9M,"5,000,000+",0,Everyone,"July 12, 2018",2.8,4653,High
EDUCATION,69498,Varies with device,"10,000,000+",0,Everyone,"July 19, 2018",Varies with device,4922,High
SOCIAL,58341,9.3M,"1,000,000+",0,Everyone,"July 25, 2015",4.6.2.0,1416,High
PERSONALIZATION,35771,3.5M,"5,000,000+",0,Everyone,"May 4, 2018",4.1,1836,High
FAMILY,175625,16M,"10,000,000+",0,Everyone,"November 22, 2017",1.4,8457,High
COMMUNICATION,347086,Varies with device,"10,000,000+",0,Everyone,"January 23, 2018",Varies with device,4915,High
SHOPPING,31519,21M,"1,000,000+",0,Everyone,"June 12, 2018",4.9.1,7683,High
TOOLS,8021623,Varies with device,"1,000,000,000+",0,Everyone,"August 3, 2018",Varies with device,4912,High
PERSONALIZATION,32613,3.2M,"1,000,000+",0,Everyone,"May 31, 2018",3.11,751,High
PRODUCTIVITY,37277,13M,"1,000,000+",0,Everyone,"February 26, 2018",2.3.1,877,High
NEWS_AND_MAGAZINES,22,25M,"1,000+",0,Everyone,"June 10, 2018",1.5.0,1088,High
FAMILY,227401,91M,"5,000,000+",0,Everyone,"July 19, 2018",1.5.0,736,High
FAMILY,309,19M,"10,000+",0,Everyone,"June 22, 2017",1.1.0.0402,9608,Low
BUSINESS,1802,26M,"100,000+",0,Everyone,"April 18, 2018",1.7.14,4677,High
MEDICAL,63,25M,"10,000+",$9.99,Everyone,"October 3, 2016",2.1.1,372,High
LIBRARIES_AND_DEMO,23859,860k,"1,000,000+",0,Everyone,"October 29, 2014",1.0,3710,High
COMMUNICATION,3128509,Varies with device,"100,000,000+",0,Mature 17+,"July 27, 2018",Varies with device,8297,High
FAMILY,11773,3.3M,"1,000,000+",0,Everyone,"June 13, 2018",18.6.2,6858,Low
HEALTH_AND_FITNESS,325738,Varies with device,"10,000,000+",0,Everyone,"July 28, 2018",Varies with device,6927,High
GAME,125647,33M,"10,000,000+",0,Everyone,"July 23, 2018",60,4687,High
FINANCE,348132,Varies with device,"100,000,000+",0,Everyone,"July 26, 2018",2.70.206190089,4936,High
DATING,20,4.9M,500+,0,Mature 17+,"July 15, 2018",8.2,5848,High
ART_AND_DESIGN,1070,26M,"100,000+",0,Everyone,"November 14, 2017",1.6,5400,High
LIBRARIES_AND_DEMO,2087,Varies with device,"50,000+",0,Everyone,"July 30, 2018",Varies with device,7176,Low
GAME,10434,18M,"1,000,000+",0,Everyone,"July 11, 2018",2.2.3181,8115,High
PHOTOGRAPHY,15700,10M,"1,000,000+",0,Everyone,"July 7, 2018",2.3,5592,High
GAME,171448,13M,"10,000,000+",0,Teen,"August 3, 2018",1.0.109,4823,High
GAME,1125438,63M,"10,000,000+",0,Everyone,"July 5, 2018",57.0.8,1696,High
FAMILY,369378,24M,"50,000,000+",0,Everyone,"April 17, 2018",1.5,5152,High
PRODUCTIVITY,57033,Varies with device,"5,000,000+",0,Everyone,"October 18, 2016",4.2.11,6638,High
FAMILY,1152,2.7M,"100,000+",0,Everyone,"May 30, 2018",2.0.0,5513,High
SOCIAL,66577313,Varies with device,"1,000,000,000+",0,Teen,"July 31, 2018",Varies with device,5399,High
GAME,1644,15M,"10,000+",$7.99,Everyone,"April 5, 2017",4.1,1391,High
FAMILY,660613,21M,"50,000,000+",0,Everyone,"March 1, 2017",1.32,4518,High
LIFESTYLE,26,8.4M,"1,000+",0,Teen,"June 25, 2018",3.8.0,1262,High
FAMILY,36606,Varies with device,"10,000,000+",0,Everyone,"June 22, 2018",Varies with device,142,High
FAMILY,623,3.0M,"100,000+",0,Everyone,"August 11, 2017",1.0.1,2996,High
TOOLS,71,1.1M,"10,000+",0,Everyone,"January 26, 2016",2.0,8786,Low
BUSINESS,24,Varies with device,"10,000+",0,Everyone,"April 2, 2018",Varies with device,7210,Low
TOOLS,7816,5.1M,"1,000,000+",0,Everyone,"July 30, 2016",1.1.1,127,Low
GAME,270687,38M,"10,000,000+",0,Teen,"July 20, 2018",1.0.16,7318,Low
MEDICAL,534,14M,"100,000+",0,Everyone,"July 30, 2012",1.2,5405,Low
HOUSE_AND_HOME,1437,Varies with device,"100,000+",0,Everyone,"August 2, 2018",Varies with device,9217,Low
SPORTS,152653,17M,"10,000,000+",0,Everyone,"August 3, 2018",3.0.5,648,High
BUSINESS,7,12M,"1,000+",0,Everyone,"July 17, 2018",3.3.270,5866,High
FAMILY,1011,Varies with device,"100,000+",0,Teen,"July 13, 2018",Varies with device,7567,Low
COMMUNICATION,382,2.3M,"50,000+",0,Everyone,"July 20, 2018",2.5,4648,High
COMMUNICATION,2083237,Varies with device,"500,000,000+",0,Everyone,"July 31, 2018",37.1.206017801.DR37_RC14,4925,High
PRODUCTIVITY,209696,49M,"5,000,000+",0,Everyone,"June 18, 2018",3.2.258b ae1da5165,6196,High
COMMUNICATION,237468,8.8M,"1,000,000+",0,Everyone,"July 26, 2018",2018.1.715,7783,High
LIFESTYLE,73,3.8M,"10,000+",0,Everyone,"December 21, 2016",8.0,8216,Low
SPORTS,218,28M,"100,000+",0,Everyone,"July 19, 2018",5.0,5258,High
COMMUNICATION,27156,Varies with device,"1,000,000+",0,Everyone,"May 31, 2018",Varies with device,5368,High
VIDEO_PLAYERS,141515,5.7M,"10,000,000+",0,Teen,"April 23, 2014",0.6.0,6530,Low
FAMILY,49381,6.8M,"1,000,000+",0,Everyone,"June 25, 2018",1.0.17,2660,High
GAME,103199,44M,"10,000,000+",0,Teen,"August 2, 2018",1.0.7.8,6542,High
SOCIAL,285820,Varies with device,"10,000,000+",0,Mature 17+,"June 19, 2018",Varies with device,8269,High
FAMILY,25,79M,"5,000+",0,Everyone,"July 26, 2017",1.0.5,5747,High
EDUCATION,172508,76M,"5,000,000+",0,Everyone,"June 27, 2018",5.2.1,7521,High
TOOLS,41,23M,"10,000+",0,Everyone,"June 3, 2018",1.0.3,171,Low
PRODUCTIVITY,48,58k,"5,000+",0,Everyone,"August 7, 2013",1.0,7282,Low
FAMILY,40678,15M,"1,000,000+",0,Everyone,"May 22, 2017",2.1.3,3901,Low
BUSINESS,74359,25M,"1,000,000+",0,Everyone,"July 27, 2018",1.12.5,15,High
SOCIAL,33249,8.4M,"1,000,000+",0,Everyone,"March 5, 2015",1.8.0,2707,High
SOCIAL,34079,1.3M,"1,000,000+",0,Teen,"March 14, 2017",2.001,3834,High
FINANCE,129,2.7M,"1,000+",$399.99,Teen,"December 6, 2017",2,5322,High
FINANCE,24980,9.2M,"1,000,000+",0,Everyone,"July 16, 2018",2.1.3,3733,High
TOOLS,4254879,Varies with device,"100,000,000+",0,Everyone,"July 8, 2018",Varies with device,8487,High
ART_AND_DESIGN,1216,8.6M,"10,000+",$1.99,Everyone,"June 26, 2018",1.0.0,9160,High
FINANCE,26587,8.4M,"1,000,000+",0,Everyone,"July 19, 2018",1.18.0,2739,High
BOOKS_AND_REFERENCE,71328,11M,"5,000,000+",0,Everyone,"June 11, 2017",BlueOrange,3985,High
FAMILY,50771,Varies with device,"1,000,000+",0,Everyone,"May 12, 2016",Varies with device,9622,High
FAMILY,31705,49M,"5,000,000+",0,Everyone,"November 6, 2017",1.7,1827,High
FAMILY,472584,91M,"10,000,000+",0,Everyone,"August 2, 2018",3.2.0h,3306,High
GAME,1704112,Varies with device,"50,000,000+",0,Everyone,"July 11, 2018",Varies with device,9131,High
SPORTS,670,3.1M,"10,000+",0,Everyone,"November 17, 2017",2.2,1435,High
FAMILY,1655,83M,"100,000+",0,Everyone,"August 2, 2018",1.1.52,9117,High
FAMILY,235906,13M,"10,000,000+",0,Everyone,"July 29, 2018",1.2.0,6628,High
GAME,1468,4.9M,"10,000+",$4.99,Teen,"July 10, 2018",0.16,3346,High
FAMILY,6903,25M,"1,000,000+",0,Everyone,"January 31, 2018",2.0.7,3948,Low
LIFESTYLE,34327,8.1M,"5,000,000+",0,Everyone,"July 17, 2018",2.5.1,5552,High
FINANCE,43313,40M,"1,000,000+",0,Everyone,"July 9, 2018",5.16.2,6541,High
PRODUCTIVITY,24,22M,"1,000+",0,Everyone,"July 12, 2017",2.0.1,7157,High
PERSONALIZATION,25,41M,100+,$0.99,Everyone,"March 12, 2015",1.0,6550,High
EDUCATION,314299,3.3M,"10,000,000+",0,Everyone,"May 2, 2018",1.94.9,5746,High
FINANCE,180,3.8M,"5,000+",$399.99,Everyone,"March 22, 2018",1.0,5315,High
PHOTOGRAPHY,23440,30M,"1,000,000+",0,Everyone,"July 11, 2018",1.8.2,5542,High
TRAVEL_AND_LOCAL,48930,15M,"5,000,000+",0,Everyone,"July 26, 2018",4.38.176,7143,High
FAMILY,5,629k,50+,$0.99,Everyone,"January 31, 2015",1.0.0,5407,Low
BUSINESS,6989,Varies with device,"1,000,000+",0,Everyone,"July 16, 2018",4.3.0.508,9514,High
GAME,1889582,Varies with device,"50,000,000+",0,Everyone,"July 23, 2018",5423,8547,High
GAME,148177,78M,"10,000,000+",0,Everyone,"July 27, 2018",1.7.2,1447,Low
BUSINESS,33,Varies with device,"10,000+",0,Everyone,"January 23, 2018",Varies with device,3117,Low
FINANCE,9,3.8M,"1,000+",0,Everyone,"January 21, 2018",1.0.0,3626,Low
FAMILY,707,6.0M,"10,000+",0,Everyone,"February 4, 2018",1.5,3002,High
FAMILY,410,28M,"10,000+",0,Teen,"December 18, 2017",2.1,8097,Low
GAME,1343106,56M,"10,000,000+",0,Teen,"August 1, 2018",1.180271.184729,7312,High
PHOTOGRAPHY,108002,Varies with device,"10,000,000+",0,Everyone,"July 26, 2018",Varies with device,7029,High
LIFESTYLE,6145,13M,"10,000,000+",0,Everyone,"June 30, 2016",8.00.775375,5094,Low
PHOTOGRAPHY,351254,4.0M,"10,000,000+",0,Everyone,"June 29, 2018",4.6.0.0,5036,High
GAME,3777822,75M,"100,000,000+",0,Everyone,"July 26, 2018",3.8.5.Go,7935,High
TRAVEL_AND_LOCAL,39,32M,"1,000+",$2.56,Everyone,"July 20, 2013",1.3.1,9223,Low
MEDICAL,15,5.0M,"1,000+",$14.99,Everyone,"August 1, 2018",7.6.14,1660,High
TOOLS,126,11M,"10,000+",0,Everyone,"June 8, 2017",v1.1072.35.0,7057,Low
VIDEO_PLAYERS,316,2.8M,"10,000+",0,Everyone,"July 4, 2014",1.0,9446,High
FAMILY,3617,19M,"1,000,000+",0,Everyone,"July 24, 2018",4.0.2,2487,High
GAME,6698,46M,"500,000+",0,Everyone 10+,"May 14, 2016",1.0.1,1659,High
PRODUCTIVITY,122424,4.7M,"5,000,000+",0,Everyone,"March 16, 2018",1.35.2,5556,High
PRODUCTIVITY,91397,14M,"1,000,000+",0,Everyone,"July 3, 2018",3.4.4,2492,High
EDUCATION,99020,18M,"1,000,000+",0,Everyone,"August 2, 2018",5.0.4,8704,High
GAME,343263,Varies with device,"10,000,000+",0,Everyone 10+,"August 6, 2018",1.2.6,819,High
GAME,901,63M,"50,000+",0,Everyone,"June 8, 2018",1.8.5,3343,Low
TOOLS,273283,22M,"5,000,000+",0,Everyone,"July 11, 2018",4.1.0,8141,High
FAMILY,7462,31M,"1,000,000+",0,Everyone,"February 16, 2018",3.42,7357,Low
TOOLS,1420,1.6M,"100,000+",0,Everyone,"November 9, 2015",1.0.606863,5085,High
FAMILY,2312084,Varies with device,"100,000,000+",0,Teen,"July 25, 2018",Varies with device,1625,High
TOOLS,33,141k,"1,000+",$4.99,Everyone,"August 21, 2015",1.1,531,Low
TOOLS,1955,14M,"100,000+",0,Everyone,"March 17, 2018",1.0.8,5519,High
GAME,650114,80M,"10,000,000+",0,Teen,"July 3, 2018",3.11.0,3009,High
BUSINESS,54,7.7M,"1,000+",0,Everyone,"February 29, 2016",8.4.1,1889,Low
PRODUCTIVITY,596,22M,"50,000+",0,Everyone,"July 4, 2018",1.3,8911,High
BOOKS_AND_REFERENCE,264260,Varies with device,"10,000,000+",0,Everyone,"June 22, 2018",Varies with device,3259,High
DATING,537,28M,"100,000+",0,Mature 17+,"March 29, 2018",2.0.0,1640,High
NEWS_AND_MAGAZINES,636,1.4M,"100,000+",0,Everyone,"June 8, 2018",1.12.2,945,Low
BUSINESS,58,3.0M,"10,000+",0,Everyone,"April 21, 2017",1.0,7278,Low
PERSONALIZATION,916,36M,"100,000+",0,Everyone,"February 5, 2018",5,6688,Low
TRAVEL_AND_LOCAL,76779,Varies with device,"10,000,000+",0,Everyone,"July 30, 2018",Varies with device,5544,High
DATING,825,Varies with device,"100,000+",0,Mature 17+,"December 28, 2017",1.0.5,4625,High
HEALTH_AND_FITNESS,1026,29M,"10,000+",$3.99,Everyone,"May 15, 2018",1.0.6,6118,High
PERSONALIZATION,901110,Varies with device,"10,000,000+",0,Everyone 10+,"July 10, 2018",Varies with device,1854,High
PHOTOGRAPHY,819774,25M,"10,000,000+",0,Everyone,"June 26, 2018",4.2.3,6623,High
DATING,212,3.0M,"50,000+",0,Mature 17+,"June 13, 2018",2.3.0.1781,5411,Low
MEDICAL,16,40M,"1,000+",0,Everyone,"May 31, 2018",5.0.0,1980,High
FAMILY,11716,48M,"1,000,000+",0,Everyone,"August 3, 2018",8.4.3180,2366,High
NEWS_AND_MAGAZINES,13,4.3M,"1,000+",0,Everyone,"November 1, 2016",1.0.3,2203,Low
WEATHER,11118,9.7M,"1,000,000+",0,Everyone,"April 26, 2018",30,9617,High
LIFESTYLE,20304,24M,"500,000+",0,Everyone,"July 31, 2018",4.35,8077,High
COMMUNICATION,125257,17M,"10,000,000+",0,Teen,"June 6, 2018",1.8.9,6165,High
PERSONALIZATION,112977,13M,"10,000,000+",0,Everyone,"May 22, 2018",3.6,8974,High
LIFESTYLE,987,4.5M,"10,000+",0,Everyone,"August 29, 2017",2.0.4,1777,Low
MEDICAL,1,22M,10+,0,Everyone,"August 3, 2018",1.2,5687,High
SOCIAL,4300936,Varies with device,"100,000,000+",0,Teen,"August 3, 2018",Varies with device,7014,High
LIFESTYLE,320,31M,"50,000+",0,Everyone,"December 13, 2017",1.4,9353,Low
FAMILY,2311,9.3M,"100,000+",$1.99,Everyone,"January 15, 2015",1.01,3415,High
MEDICAL,8348,2.6M,"500,000+",0,Everyone,"April 13, 2018",1.4.6,1686,High
PRODUCTIVITY,85,6.0M,"5,000+",0,Everyone,"April 21, 2016",1.1.2,1722,Low
FAMILY,253,14M,"10,000+",0,Everyone,"March 28, 2018",1.1,5458,Low
SPORTS,1420,20M,"10,000+",0,Everyone,"July 12, 2018",2.5.0,4241,High
FAMILY,9296,28M,"500,000+",0,Teen,"July 24, 2018",1.14,7692,Low
FAMILY,313,34M,"5,000+",$2.99,Everyone 10+,"July 15, 2016",1.1.5,5007,High
GAME,7,15M,100+,0,Everyone,"September 27, 2017",1.1,4528,High
MEDICAL,12,44M,100+,$6.99,Everyone,"January 22, 2014",1.3,7332,High
ENTERTAINMENT,33387,20M,"1,000,000+",0,Teen,"July 16, 2018",3.1.4,5063,High
SHOPPING,1,7.9M,10+,0,Everyone,"July 25, 2018",1.0.1,3054,High
BUSINESS,171771,3.2M,"10,000,000+",0,Everyone,"January 15, 2018",2.0.6.4,3725,High
VIDEO_PLAYERS,40,3.9M,"1,000+",0,Everyone,"July 13, 2017",1.0.0,3838,High
PRODUCTIVITY,201718,35M,"10,000,000+",0,Everyone,"July 11, 2018",4.6.15,9503,High
PHOTOGRAPHY,32896,31M,"5,000,000+",0,Everyone,"March 14, 2018",3.3.5,2609,High
PERSONALIZATION,585,4.4M,"50,000+",0,Everyone,"June 20, 2018",1.3,281,High
BUSINESS,8346,Varies with device,"1,000,000+",0,Everyone,"September 20, 2017",Varies with device,587,Low
COMMUNICATION,4785988,11M,"500,000,000+",0,Everyone,"June 8, 2018",9.8.000000010501,9508,High
PHOTOGRAPHY,81219,2.6M,"10,000,000+",0,Everyone,"June 14, 2015",1.4.0,6985,High
FAMILY,74744,60M,"1,000,000+",0,Everyone,"July 26, 2018",1.5.6,8629,High
FAMILY,61600,3.4M,"1,000,000+",0,Everyone,"February 24, 2018",3.1,5769,High
SHOPPING,367290,11M,"10,000,000+",0,Everyone,"July 20, 2018",4.9.3,5452,High
FAMILY,59096,Varies with device,"5,000,000+",0,Everyone,"September 14, 2017",Varies with device,3899,Low
GAME,579519,99M,"10,000,000+",0,Mature 17+,"July 18, 2018",5.1,5595,High
MAPS_AND_NAVIGATION,796,25M,"50,000+",0,Everyone,"May 18, 2018",6.7.0,2458,High
VIDEO_PLAYERS,696665,91M,"10,000,000+",0,Everyone,"July 5, 2018",4.7.4.3869-7b2372c3e,7250,High
PERSONALIZATION,248,2.8M,"10,000+",0,Mature 17+,"May 23, 2016",9.0,5567,High
SPORTS,1211,15M,"10,000+",0,Everyone,"January 22, 2018",1.0.1,4211,High
MEDICAL,21,20M,"1,000+",0,Everyone,"June 11, 2018",1.1,8111,High
PERSONALIZATION,6466641,Varies with device,"100,000,000+",0,Teen,"July 19, 2018",Varies with device,9254,High
FAMILY,131,5.4M,"50,000+",0,Everyone,"November 29, 2017",1.2.1,7159,High
HEALTH_AND_FITNESS,1812,37M,"100,000+",0,Everyone,"July 24, 2018",1.31.0-15160.950adac99,5120,Low
ENTERTAINMENT,123279,25M,"10,000,000+",0,Everyone 10+,"January 24, 2018",2.0.8,6601,High
GAME,135739,Varies with device,"5,000,000+",0,Everyone,"August 7, 2018",Varies with device,2569,High
FAMILY,61264,43M,"1,000,000+",$0.99,Everyone,"June 19, 2018",3.7.0,2772,High
LIFESTYLE,206,32M,"1,000+",$4.99,Everyone,"February 11, 2018",14.0,8396,High
HEALTH_AND_FITNESS,74,2.6M,"10,000+",0,Everyone,"January 20, 2016",1.1,5429,Low
FAMILY,498,5.0M,"50,000+",0,Everyone,"October 15, 2017",2.0,14,High
SPORTS,7557,7.4M,"100,000+",0,Everyone,"March 12, 2018",2.2.1,1494,High
FAMILY,513,1.6M,"10,000+",0,Everyone,"July 18, 2016",1.1.2,8073,High
FAMILY,13,2.0M,"1,000+",0,Everyone,"September 23, 2015",1.0,5401,High
EVENTS,464,8.9M,"100,000+",0,Everyone,"December 4, 2017",1.3,5121,High
BOOKS_AND_REFERENCE,218451,4.7M,"10,000,000+",0,Everyone,"May 20, 2018",3.2.3,614,High
HOUSE_AND_HOME,2382,5.9M,"500,000+",0,Everyone,"April 7, 2015",1.7,1522,High
BEAUTY,2280,24M,"500,000+",0,Everyone,"May 14, 2018",1.1.0,4443,High
DATING,4195,24M,"100,000+",0,Mature 17+,"July 25, 2018",1.6.1,2521,High
EDUCATION,36212,Varies with device,"5,000,000+",0,Everyone,"July 12, 2018",Varies with device,6819,High
VIDEO_PLAYERS,30,15M,"5,000+",0,Everyone,"July 25, 2018",3.1.0.1-r4,5932,Low
FAMILY,3,13M,10+,0,Everyone,"July 3, 2018",1.0,8466,High
COMMUNICATION,6,21M,10+,0,Everyone,"July 4, 2018",2.0,1541,High
FAMILY,78,787k,"10,000+",0,Everyone,"February 26, 2017",1.3,2151,High
TRAVEL_AND_LOCAL,2129689,Varies with device,"1,000,000,000+",0,Everyone,"August 6, 2018",Varies with device,4944,High
NEWS_AND_MAGAZINES,256680,12M,"10,000,000+",0,Everyone,"July 24, 2018",6.7.15.7,7062,High
PHOTOGRAPHY,1494491,21M,"50,000,000+",0,Everyone,"March 21, 2017",3.3.8,6972,High
COMMUNICATION,4604483,Varies with device,"1,000,000,000+",0,Everyone,"August 2, 2018",Varies with device,4869,High
HEALTH_AND_FITNESS,77563,39M,"10,000,000+",0,Everyone,"July 23, 2018",3.6.4,5135,High
GAME,6988,35M,"100,000+",0,Everyone 10+,"September 24, 2015",Varies with device,201,Low
FAMILY,4444,10M,"500,000+",0,Everyone,"July 6, 2018",3.0.12,6690,Low
GAME,37302,35M,"500,000+",0,Everyone,"May 8, 2017",1.3.3,7927,High
SOCIAL,795,21M,"50,000+",0,Teen,"June 7, 2018",2.1.5,4132,High
HOUSE_AND_HOME,81,16M,"50,000+",0,Everyone,"February 16, 2018",2.1.0,8616,High
VIDEO_PLAYERS,4334,4.9M,"100,000+",0,Everyone,"November 4, 2015",3.1.891,1064,Low
PHOTOGRAPHY,7,2.2M,100+,0,Everyone,"July 11, 2015",1.2.0,8934,High
LIBRARIES_AND_DEMO,3945,9.4M,"500,000+",0,Everyone,"January 9, 2018",4.2.2,1442,High
FAMILY,278,Varies with device,"100,000+",0,Everyone,"July 11, 2018",3.49,7495,High
FOOD_AND_DRINK,464,28M,"50,000+",0,Everyone,"May 22, 2018",2.6.15,6360,Low
PERSONALIZATION,279,1.1M,"10,000+",0,Everyone,"May 6, 2013",1.0.2,1146,High
FAMILY,419375,31M,"10,000,000+",0,Everyone 10+,"June 21, 2016",1.2.2,4001,High
BUSINESS,176,19M,"10,000+",0,Everyone,"October 25, 2016",2.0,180,High
EDUCATION,6736,22M,"1,000,000+",0,Mature 17+,"October 17, 2017",2.51.0,5546,High
FINANCE,44,13M,"1,000+",0,Everyone,"April 5, 2018",4.2.31,6494,High
GAME,82827,20M,"10,000,000+",0,Teen,"July 13, 2018",1.1.5,7767,High
SPORTS,798,4.7M,"50,000+",0,Everyone 10+,"August 1, 2018",3.5,5852,High
PHOTOGRAPHY,10858556,Varies with device,"1,000,000,000+",0,Everyone,"August 6, 2018",Varies with device,4937,High
TRAVEL_AND_LOCAL,289,9.8M,"10,000+",0,Everyone,"March 13, 2018",2.6.3,7825,High
BUSINESS,11442,6.8M,"100,000+",$4.99,Everyone,"March 25, 2018",1.5.2,8635,High
FINANCE,281635,Varies with device,"5,000,000+",0,Everyone,"August 6, 2018",Varies with device,6288,High
DATING,313769,Varies with device,"10,000,000+",0,Mature 17+,"August 4, 2018",2.6.142,6263,High
PRODUCTIVITY,8985,5.7M,"1,000,000+",0,Everyone,"January 16, 2017",1.07.59,2309,High
LIBRARIES_AND_DEMO,131,429k,"10,000+",0,Everyone,"February 5, 2017",2.3.2,1195,Low
GAME,889425,45M,"10,000,000+",0,Teen,"July 26, 2015",1.1,4490,High
SHOPPING,181990,Varies with device,"10,000,000+",0,Everyone,"April 27, 2018",Varies with device,8350,High
BUSINESS,3,11M,10+,$2.49,Everyone,"June 30, 2014",v3,8352,Low
TOOLS,19234,14M,"500,000+",0,Everyone,"February 23, 2017",3.1.3,3076,High
PERSONALIZATION,62301,1.9M,"1,000,000+",0,Everyone,"May 11, 2016",1.7.2,3182,High
FINANCE,3290,12M,"50,000+",0,Everyone,"May 30, 2018",5.9.1.0,837,High
DATING,1059,18M,"100,000+",0,Mature 17+,"July 26, 2018",1.17,7545,High
GAME,84911,71M,"10,000,000+",0,Everyone,"July 19, 2018",2.5.0,2617,High
MEDICAL,2948,16M,"50,000+",0,Everyone,"July 11, 2018",4.5.2,3651,High
PRODUCTIVITY,253,8.2M,"10,000+",0,Everyone,"July 31, 2018",0.1.22,8266,High
FAMILY,6750,43M,"100,000+",0,Everyone,"June 13, 2018",2.0.3,3181,High
WEATHER,981995,Varies with device,"10,000,000+",0,Everyone,"June 7, 2018",Varies with device,9002,High
LIBRARIES_AND_DEMO,237,8.5k,"50,000+",0,Everyone,"September 27, 2017",1.02,4006,High
MAPS_AND_NAVIGATION,26014,7.7M,"1,000,000+",0,Everyone,"November 6, 2017",2.4.1,2801,High
DATING,236,8.8M,"10,000+",0,Mature 17+,"March 29, 2018",3.9.2,113,High
AUTO_AND_VEHICLES,534,5.7M,"10,000+",0,Everyone,"July 8, 2018",1.9.1,2552,High
TOOLS,34126,Varies with device,"10,000,000+",0,Everyone,"July 13, 2018",Varies with device,381,High
EDUCATION,40209,Varies with device,"1,000,000+",0,Everyone,"May 24, 2018",Varies with device,8481,High
VIDEO_PLAYERS,6469179,Varies with device,"500,000,000+",0,Everyone,"August 1, 2018",Varies with device,5978,High
TOOLS,5180480,26M,"100,000,000+",0,Everyone,"August 1, 2018",6.11.4,876,High
GAME,70,691k,"1,000+",0,Everyone,"May 13, 2018",1.6.0,1336,High
TOOLS,19,3.2M,"10,000+",0,Everyone,"October 21, 2017",1.0,9658,High
GAME,783,3.4M,"100,000+",0,Everyone,"October 18, 2014",1.0,6877,Low
FAMILY,55723,14M,"1,000,000+",0,Everyone,"June 4, 2018",3.3,7021,High
SPORTS,315,7.7M,"10,000+",0,Everyone,"July 18, 2018",6.95,1567,High
PERSONALIZATION,3175,2.3M,"500,000+",0,Everyone,"April 6, 2018",1.0.6,3642,High
HEALTH_AND_FITNESS,5559,3.7M,"500,000+",0,Everyone,"March 15, 2016",22.0,9455,Low
GAME,1397944,50M,"10,000,000+",0,Teen,"July 31, 2018",0.9.10.f96,2749,High
PRODUCTIVITY,244567,Varies with device,"100,000,000+",0,Everyone,"August 6, 2018",Varies with device,4943,High
MEDICAL,125,23M,"10,000+",0,Everyone,"June 7, 2018",12,9509,High
PERSONALIZATION,512102,Varies with device,"10,000,000+",0,Everyone,"July 16, 2018",Varies with device,7869,High
MEDICAL,41,14M,"1,000+",$9.99,Everyone,"May 6, 2015",1.3.4,5377,Low
COMMUNICATION,4785892,11M,"500,000,000+",0,Everyone,"June 8, 2018",9.8.000000010501,9508,High
GAME,358633,19M,"10,000,000+",0,Everyone,"May 3, 2018",1.32,3398,High
PERSONALIZATION,21,376k,500+,$0.99,Everyone,"September 24, 2013",1.0,4755,Low
MAPS_AND_NAVIGATION,54034,5.8M,"5,000,000+",0,Teen,"May 30, 2018",2.1.15,7968,High
FAMILY,235486,63M,"10,000,000+",0,Teen,"June 1, 2018",5.9.006,2907,High
DATING,516801,Varies with device,"10,000,000+",0,Mature 17+,"August 2, 2018",Varies with device,9305,High
BUSINESS,1002861,35M,"100,000,000+",0,Everyone,"August 2, 2018",9.7.14188,6701,High
TOOLS,19,22M,"1,000+",$4.99,Everyone,"July 9, 2016",1.911.1944.4606,6920,Low
FINANCE,2,2.7M,100+,0,Everyone,"February 19, 2016",1.8,1084,High
LIFESTYLE,718,26M,"10,000+",$399.99,Everyone,"March 11, 2018",1.0.0,9656,Low
COMMUNICATION,72065,13M,"1,000,000+",0,Everyone,"April 18, 2018",3.0.7,6830,High
MEDICAL,14,7.0M,100+,0,Everyone,"July 13, 2018",PN.1.0,6909,High
DATING,13049,13M,"500,000+",0,Mature 17+,"July 31, 2018",4.17.2,3190,High
HOUSE_AND_HOME,39189,Varies with device,"1,000,000+",0,Everyone,"July 30, 2018",Varies with device,5863,High
HOUSE_AND_HOME,162243,12M,"10,000,000+",0,Everyone,"July 26, 2018",8.18,7384,High
TOOLS,21592,25M,"10,000,000+",0,Everyone,"October 24, 2017",10.1.1,386,Low
PERSONALIZATION,90,37M,"1,000+",$1.99,Everyone,"August 4, 2018",12.6,7019,High
GAME,22429716,74M,"500,000,000+",0,Everyone,"July 5, 2018",1.129.0.2,2364,High
PERSONALIZATION,621,5.4M,"50,000+",0,Everyone,"December 1, 2017",a.2,5022,High
COMICS,39,4.3M,"10,000+",0,Everyone 10+,"July 3, 2018",1.1,4706,High
COMMUNICATION,183374,44M,"1,000,000+",0,Everyone,"August 1, 2018",1.9.4.74,3950,High
EDUCATION,84309,41M,"5,000,000+",0,Everyone,"July 25, 2018",2.6.6,5154,High
